,user_address,ens,time_since_first_tx,total_gas_eth,number_of_txs
311,\x0e4206b4118703740a14cbeddea58dd60fbda0af,,93 days,0.3174,28
312,\x0e52b9228f901b393c182a5c30f2a10db2ae247b,,357 days,13.2062,1724
313,\x0e53213220c9d6acb6cc83de68d56e82cd3eeced,,281 days,5.8011,309
314,\x0e57959fd12620b96abdee5bfd6bb0c052688569,uselessnfts,799 days,6.9207,686
315,\x0e585771a569762d04d0a11fa8c530d172e543dc,,35 days,3.7037,21
316,\x0e692adbde792b5d1b0a79912cbe9c394cb5aee1,,121 days,16.9616,873
317,\x0e6ae860a458bf30caced9e01e2fe91e6ba3fe4d,,00:00:00,0.0264,1
318,\x0e79c644ec160afe87ea8e87201c0fe35ba63e1f,,141 days,1.6991,157
319,\x0e7a0934d58d0940d3bc4368a7899008c58b3176,,4 days,0.0415,2
320,\x0e81ab05550b87a025e2766a152b903d3fdf3439,dwreck,189 days,1.5817,164
321,\x0e825bdb3b545c662a2ab6756afe7341ed0fabc7,,187 days,0.0743,7
322,\x0e95ee3a584d95ce952f31b042ac0d5237644431,s4aint,26 days,14.5156,653
323,\x0e9da1e09e5521604b758cec95e42d8468968bc9,,248 days,1.4662,117
324,\x0ea1d565c50461fe8c00d53d850327757be5a946,,3 days,2.426,15
325,\x0ead72bd8f4a17302e11b66e1dcf75f1db484ceb,,3 days,0.1849,19
326,\x0eb9a7ff5cbf719251989caf1599c1270eafb531,,1407 days,60.915,5200
327,\x0ec23e907bbe7ade97c6e950e033a71feed8b881,,30 days,0.9795,47
328,\x0ec371d11e9f992ed04b844458de6f1ffb3dd71a,,167 days,0.0473,11
329,\x0ec997abd9ae9bdce46a01aff482f613c3e38609,,178 days,0.9936,66
330,\x0ef7f2b63757037f00cd69e108885d1e62b5d3f8,,204 days,0.7482,93
331,\x0f0924a3a5111e7987a23a49af826d2ba431342e,plasmnetwork,990 days,3.7243,794
332,\x0f0eae91990140c560d4156db4f00c854dc8f09e,vvd,167 days,119.093,5105
333,\x0f0fe9f8ca0c72ef29fdbfeae0bcc231af355b3e,,18 days,0.3904,56
334,\x0f1f6bf34df00594f0c4d9fac7ec8ef054e3690c,zoomkiz,78 days,1.6864,150
335,\x0f23a396b5171eb19c925b3b395482fd3e602bb9,,99 days,0.3062,19
336,\x0f64eb0941c138ee54b07f8ae2bcc8cf510f6d0b,,360 days,6.8838,495
337,\x0f6e03dcb68a99e3f3af8f38bc2f62db6e3c0181,,181 days,20.6222,150
338,\x0f88ae1f0e002727f527544f9657754656e11a7d,,1257 days,0.493,28
339,\x0f96b6f2790a4070926f6cb1b44b842a0d8e9965,,91 days,1.5766,118
340,\x0f9c4b57f918a3161c906c137e637e2f5b3457a7,,49 days,1.2972,103
341,\x0fb7f9eb8e9bee4dd70dc334b94dee2621a32fb3,,17 days,4.5609,67
342,\x0fb8891714e5ed8ba9ecc196fca59e76f682fe35,livevlone,110 days,2.1095,86
343,\x0fd5c2cf64fe2d02f309f616fa362355c91470e7,,430 days,0.1754,24
344,\x0fe2c3a019eaccbc2179e11c89eb4ea82fe84922,,76 days,32.9626,218
345,\x0fe60e55a8c0700b47d4a2663079c445fc4a5893,,89 days,32.6637,1798
346,\x0fed4d863494704043c98faaf1e603e83b6f71a2,,449 days,11.0466,91
347,\x10031a8001d7ac0bf507cad46ff5e835c339d89a,,1562 days,10.0495,745
348,\x10074c3c861cec3799e699ad4fbff4158924720b,🖖🖖🖖,476 days,23.6629,1063
349,\x1007f0b0c785fd49da273956c6b84ad84a4acfca,,3 days,0.6525,8
350,\x1025d7764f2958004d3ff083cedbee634baa622b,,102 days,1.7126,108
351,\x102a618b36c32b338c03526255dcf2a39eb1897f,,201 days,18.3973,980
352,\x102aa209e71e117045d923a3ce54aea00de27d67,,146 days,3.2902,208
353,\x10440d9b549a402f93ad0d7a031e6c7d9d83a344,,60 days,0.353,25
354,\x1057b6adb95680c811c256a393f5c523d94fd6a6,heartoftexas,139 days,7.2472,744
355,\x105c9986fddd2aadb784039b7ef4f595600c8a59,,14 days,0.2771,11
356,\x107e0991e3d3359c5e19af27a5c558df44a171af,,237 days,3.5022,374
357,\x10883fe498057d42a48f32d547525c286a982c19,,208 days,2.2788,117
358,\x108d6d3b9bc80ba27c3eb7606f150dec6eee53dd,,431 days,11.7348,858
359,\x10a2dfb788a57587e6dead219fb2829b8ead9d7b,,360 days,3.4271,145
360,\x10b9f46e437465cad0f74c7eedd684602b7aa3ea,,31 days,58.866,485
361,\x10ca49c1df5a06bbd797234d9ff0e288af147ea6,,1380 days,0.3894,24
362,\x10cc040f6fb8bb93c49205e9eed979075de92790,,143 days,1.8614,53
363,\x10ccd4136471c7c266a9fc4569622989fb4cab99,airdropcapital,344 days,29.5006,1942
364,\x10dfe5ed945fbb91b49ddd1810cf267420a8062d,,348 days,6.8388,484
365,\x10e719c7f2024021add3323e3f3df56d8376709c,,23 days,13.2595,230
366,\x10ec72e663e607e203676d61cb0f240d3ff52b3d,,26 days,0.1767,12
367,\x10fe160dae09a8d2fce9d19767f0e888237cdae1,,193 days,11.4301,576
368,\x111dc9b8dbc298ab2e095d3f70c53238676ab40d,,19 days,0.2952,36
369,\x11282c505437c2dcbf24ff82460d234b617e1954,,00:00:00,0.6036,1
370,\x112e62d5906f9239d9fabab7d0237a328f128e22,purrnelopescountryclub,40 days,2.5308,82
371,\x11360f0c5552443b33720a44408aba01a809905e,,118 days,25.9388,2093
372,\x113d754ff2e6ca9fd6ab51932493e4f9dabdf596,💎🙌🏻,212 days,12.3769,852
373,\x11469f4d435f68c8722a4b4d173d7c707af5b6ae,,20 days,1.2001,71
374,\x114ac80efddf56fa31348a954fd9b1e0f42362dd,,124 days,20.4078,621
375,\x1156a767b4de8af9f77adc8f30313bbe7946b14d,,11 days,1.5578,30
376,\x116ec70ca00d6be6940eabcd838a6f1ced66af74,vibbin,190 days,1.5897,265
377,\x117026eb0c5ed7d365e78710753fc2961e085b2e,,184 days,34.5235,2428
378,\x1180814ef4dd32106b9de7f3c172795cea3c3d6e,,1362 days,15.9939,1016
379,\x11971266ee37e5159039a93ba8502f4643a1c8a0,,20 days,1.4122,42
380,\x11978e63f618aee38c6d6b7d909ed306b449ab3d,,107 days,0.3061,80
381,\x119ceff9528d4fd7e25f8a9d5982d54e74b2d044,currys,172 days,4.5734,452
382,\x11a0870c8d6df3acc9cf7391c8e0b1368387304b,,105 days,2.3069,41
383,\x11a2c366ef0e8eb684ceb0c6e4bc7d3a20a0796b,,101 days,0.4921,62
384,\x11cf7b9623cca5f6556b8c699071e1d7fe60444c,,856 days,2.5969,498
385,\x11d39b7baae20bb4d9449248adbe3bcdcc33374f,,38 days,0.5767,15
386,\x11d91151f54d4edc390ba4fc650afdaef4b676ee,,513 days,9.2543,432
387,\x11dcb85916423c46f70552ddb220e2583d2a830f,,1104 days,11.1981,897
388,\x11e41f95aa2cfc13e5e7f2126b5675119fdafe8a,,61 days,13.9619,612
389,\x11ea3808153f4bdaa43a81a744a200776daec3b0,,35 days,1.1547,29
390,\x11ec02ff464c539326e77921a77bb5e32c85b57d,,7 days,0.5268,6
391,\x11ef20cfeb033a3513d75164175a2e2d68f9c396,ireside,84 days,17.2328,1251
392,\x121cd4d02cb796a9aa1eed72ba345111dcdb0427,,9 days,0.3161,14
393,\x122dae9909635453c3323c7ef5454fa13fbf5d77,,240 days,0.8662,101
394,\x123002bc214ca28ff558c502edf08606b882fa4e,,179 days,0.9443,131
395,\x123c3f60c0232b1b7ffdb91d533740697b4e1fd4,,174 days,3.991,108
396,\x1254958bd5073c6b238e516298f0c48f6f60a78e,,7 days,1.8975,83
397,\x125efeccd1c1de662ae230e0bc549fa491e17a35,,204 days,1.1603,105
398,\x12644c53b32452648e8de95a6b791665b7d151b8,,207 days,8.3868,161
399,\x1264f7d54798c1898611cb07fea0389eea7235d0,brrrr,1122 days,17.9456,2707
400,\x129c0b9581495d46087c9b04df06652691e93cba,,140 days,3.8999,466
401,\x12a0e25e62c1dbd32e505446062b26aecb65f028,daaab,1408 days,27.9822,3106
402,\x12a1da4cd1c4cd0a5c0dfc922f996f79511c708e,,5 days,0.3548,10
403,\x12afadfd012ca7410decee758e2f3e78791add74,oey,180 days,2.3493,146
404,\x12b8899caec9709bf4d40cd8a87c095adbf3cf9a,,16 days,3.5456,40
405,\x12b9eebf7960fb75b4e3a77af97c8a4f5f6cce34,,1472 days,13.2485,841
406,\x12bcf162bcaab6c6f829dcaa5026d72af956864c,diss,190 days,2.1121,244
407,\x12c7eccd7ada722ebfff3900d37404757a92fc21,,35 days,4.2606,275
408,\x12c8d18ce4de56976af414c2ebfe2c640bc0e497,,112 days,2.3889,81
409,\x12d024ea9d20232380d7b6a7e64b114469ecbbec,dis0ri3nted,304 days,7.9125,635
410,\x12d11fafdd327818c25a7861063b0497d7b85a94,antguy,174 days,1.148,129
411,\x12d75b5be82b0ff35ff6c89bc8eeb30bca398638,,9 days,0.3596,15
412,\x12e140a67a661e2f73e699d5864ba5cb20db4bf3,kcoop,130 days,9.9716,394
413,\x12f83a00e820247f13cd6168680d5a74a47be5f6,,35 days,0.3204,40
414,\x130fa4ac8eded3d7667a4ba550967b5f7fecf32c,enicoll,151 days,6.3047,210
415,\x13195218ae80db69dab190858fc2b8f3e425cb16,,24 days,7.3481,150
416,\x131cfa6b38a8022a0d569bce6247eebc7dd6a65e,,370 days,2.6344,168
417,\x131d753f85336a924198ea0a2871e0e2032a8e2f,,41 days,0.8247,112
418,\x132fb7dbcc108f4cd82b8bf1078ffc5f918f4621,anwaar,114 days,0.9182,85
419,\x1332b0f3ca7522e5fac922857fbeafd5096b0d7d,,2 days,0.3063,3
420,\x1337f7970e8399ccbc625647fce58a9dada5aa66,,00:00:00,0.7504,53
421,\x133b63e8740fd57a215db2bd99090d037ade596d,blocklettuce,167 days,1.5489,129
422,\x13579f6364c974dfac3f9bd95bdfd4f7958fe6d1,,170 days,2.3931,105
423,\x1361a45abc727743b551594f27d1ee185178e890,,86 days,12.3317,333
424,\x1363f8e2fbed47a992b5ceb1e659aeb14a3165cd,,43 days,0.3684,27
425,\x137320997d97dcdae021f65ceb45d6f802915247,,405 days,9.0487,263
426,\x137709213575555e7b644ddd5e45feee15808856,,3 days,0.6222,8
427,\x1382910d33918d6d845e060fa2831eb5ba757deb,,17 days,0.2423,15
428,\x1382eca5ff234de65525fd2403443e0acbf62678,,36 days,28.576,330
429,\x13936ab75cf41ccb049dd3a6a8b52a89c9d79a76,,74 days,4.5351,257
430,\x139a0975ea36cec4c59447002a875749ac9c460f,,189 days,44.7866,2026
431,\x139b586c50fe53f3b5ed89c34a9ed353275115a6,,151 days,3.1036,14
432,\x13a9518a451edad79079753c89cc7197ff3f570a,6figures,178 days,36.9497,1039
433,\x13b3a50f3947476eda74fe191344524e2d2d28e5,,353 days,69.2957,4783
434,\x13bf00029926df7a09087d5c6259d018e0fc2e76,arafel,1310 days,17.3542,2737
435,\x13c4955163f5058a06a8a79c586ae7bf6d9ca9f2,,11 days,1.4948,22
436,\x13c5d8abf59d3b61f4c435cb27d1b5e21f5754c4,,25 days,0.5197,15
437,\x13d33c9f2f3e7f8f14b1ee0988f4dc929ee87a92,,58 days,1.7017,179
438,\x13f2152f59fa28c583f56f2d9d0659d2e3f993d3,,2 days,0.5833,23
439,\x1405347886d6334b4e82f0db4f7b233a5cdf9a88,,62 days,3.3907,51
440,\x1417ce2e896efbcfc56c5e76776d0a17b1064de8,,00:00:00,0.3989,1
441,\x1423fcc74da82fa03d70fa1f7a122db1ba231783,,1270 days,67.2934,5007
442,\x14287e62b859a3a5e19b3c2d59ed1f12ac94ba4c,giselx,660 days,9.5418,1532
443,\x1434a8eaa6d3725d44984d674e4f2dd9cc472bf4,,5 days,7.1761,170
444,\x145c01a96dcd7352a1ef00e5788c86444b369baa,,160 days,26.6699,493
445,\x1468ab4af0c76186c071e07f282bf11e4af37d5d,,167 days,0.348,67
446,\x147d1d097c6bab8d609bba8e178253779c73e943,,2 days,0.2328,3
447,\x1498b578fb29d6b7665bdd4cee305e2cd8e32193,,206 days,0.5208,24
448,\x14aa7cfdacec1aeb55175dc31adcfddfe467f567,,792 days,4.2235,355
449,\x14d6a11d471c83f4e3e0a8d41ac90b07f6a05684,,374 days,3.1348,339
450,\x14df40586e0f2ca5ca222db0dac8df2f4c5b1aab,chrisstevenson,373 days,9.4245,663
451,\x15296589df4156703d25475ea9b1039030acfaeb,,1135 days,46.8863,4365
452,\x152a42d1382d213fa85a490cbf6c83f200468bee,,168 days,7.506,129
453,\x152ad1bf404061fff6d893480de08ed64035bdf4,,280 days,13.2244,716
454,\x152bae8930267589beee1778ea526c6e7312a5eb,,1306 days,1.1333,134
455,\x152f38b7405fde3b7dbb259b0261f449180d347d,,00:00:00,0.4262,1
456,\x1531b8c20cdbd1463c8935cb32f1935cdb5cc255,mandyxthejungle,20 days,10.6134,160
457,\x1543a0b0a7000426afd8caed7dfed9ce5477d418,,1458 days,8.9059,839
458,\x1565e23abe9c15c714b662b77c87ed9a61ee19d2,,151 days,32.0216,1339
459,\x1574adb8bcfded2419d82756cf82739e0c10b775,,241 days,0.7214,97
460,\x1593c9ab842c36a926ae39cb2173731f9362e8fd,,306 days,4.4439,411
461,\x15962221e0e7a41de9da1615f9cb64cbfff83408,n4n0,180 days,7.4204,559
462,\x15965cd50aa13dd226ce07410d0ebe0ef2179519,,7 days,0.4385,12
463,\x1599569d14093a247734909a5faa052ee70432dd,,96 days,11.0557,415
464,\x15d755b3407d359c7e4671831089c454ce39cb75,,00:00:00,1.8463,3
465,\x15e2d1357203fc8cdaa4923802c6b104bf105c1e,,21 days,2.4324,77
466,\x160fddcea66648feea262cc11b0e46651a1f5ce2,,340 days,1.8459,79
467,\x16117a96d4ef7184b1a7a9bcbe47ff2adc8de5e0,rayfinkle,37 days,0.8544,123
468,\x161664e1669b752bdb7ca6ac8ca09f8e8df1c672,,207 days,22.051,319
469,\x16182c7f8588f723c53460e2cafe88ece2ab65dd,,405 days,6.447,487
470,\x161f7c6f76ce2b07c1433e52e2695d3a5c59202e,,198 days,5.4823,331
471,\x162a64e9988479a960d943418479152c58e0c884,,122 days,1.0338,132
472,\x163c8f9ec2c91905db619297c92ca00e0d44fdac,,8 days,0.64,27
473,\x163dff00352b3d3757773844309609a60b0da7ba,,183 days,1.9672,176
474,\x163e9dcbc838014cac1d112c6787d83d379178f0,,41 days,33.8072,304
475,\x16525c97e3061a8e8f130244d90624f12095cb68,,35 days,0.364,39
476,\x16617a533fc053f24404d72b8d388f097c2c8926,,140 days,0.4317,40
477,\x167375ff33dc19570577d55cd4be8883c8a0db03,,59 days,3.1748,135
478,\x167cc8f0846a3f9c94cab3f87309e18ef078cee7,,1222 days,4.7175,536
479,\x16825261f0466ff1c69eb7c0faa1cb268e3a5310,,21 days,0.6038,57
480,\x16a5779afcc84e5fb7c8e9ca615b65e94e165f0d,,1137 days,49.1857,5483
481,\x16a9dd12acd0a1886ce0c977091dda6d684389b3,,00:00:00,1.1935,1
482,\x16b966e7d8d00b028fba47830c65e7f7ae88bf1e,hcat,178 days,2.3678,126
483,\x16bf4947d78eb659b15f95a2beddcef9de501fc2,ryceez,92 days,1.629,90
484,\x16c5ae5fff82eca7552b28060e03fb80b48394c4,whatisthis,158 days,1.8649,136
485,\x16cbf1cf5167c1297a00f48a3ad37b6667648067,,235 days,2.0549,66
486,\x16e648667b6bb4c7e572f5cf71874f7dd047da8d,largeminority,815 days,2.7758,429
487,\x16f2f6eb3afd95ce06ed9b700ec7d44faf380c8a,,1062 days,9.2021,721
488,\x16f530a535123cfc13a98ef5c85fd14857960eed,ishank,170 days,14.202,571
489,\x16ffe3938b69132c72a5b0250708792db72971b4,zariat,173 days,8.5911,1030
490,\x17024bb9827221f6d9dabaded36f850c8cb522c2,ryancassidy,160 days,0.887,93
491,\x170e127dea301fc5d513142ef130b6befa8f38cd,,35 days,5.2545,39
492,\x17100d0a90365f775710f19d3c0c27624929df1c,cosinex,161 days,3.7468,164
493,\x1711bc52bf7e0494325799717fe640f1924617b7,,396 days,33.4889,3021
494,\x1721e4489fe2b2a9a8c95256028e7f3025c50569,,147 days,3.1282,234
495,\x1729e03b1e63c62aa278d9577ae2c6e9c4c6db80,,117 days,3.726,206
496,\x172d894db40435d04a099e081eade6492d3e71a8,,110 days,67.2256,2325
497,\x174166ffd440ad46da51d73eacf0ee9390b64dab,gab123,162 days,3.4602,319
498,\x175a009356ab9c9439f7a9cdcb8ab533b40453a6,,35 days,2.2294,61
499,\x1766255e71a11f9f9d13abe3f2840e3f6942aa29,darlington,383 days,19.4086,1647
500,\x177e6dd2f230dd1fec6310c19e8df8feb557624d,,9 days,0.7315,12
501,\x1785113051c9a4ff046fc6428fb7ec011c733cf9,,97 days,3.7084,274
502,\x17853cbed35f3153dc144d709e01575cb75d326b,,118 days,6.1102,410
503,\x178683855ea20f3352dbebdfcf2ed53d36d41085,,250 days,15.6561,138
504,\x178877385d39be4ad3397561010bd6fe1c45ff0e,,14 days,0.1689,11
505,\x17912235ad7cd9b5fb728a2e0b99ca7e614c692f,,233 days,1.7861,176
506,\x17938a2e2c6a1941e42b36ffc60ecff3a596f960,,00:00:00,0.9973,1
507,\x179d872918135cd08122a16f7e2d52ddc8db739d,boof,166 days,28.3002,806
508,\x17aea7c1164aa3ca705b69dc01af0e49ef2cfc27,,19 days,1.5593,13
509,\x17b0e62af2367cc7b35d46591030730985bfc820,darkmage,807 days,1.855,388
510,\x17b128b6771f5d26de3348db0cd222328cc1eb47,fauji,186 days,3.0764,334
511,\x17b1cb1ad28e8e8b038139e95cf6223ee7e8b572,,76 days,15.6014,222
512,\x17bc9268f8abb454f0c7ae4d76d969a37235480d,hops,86 days,71.0228,558
513,\x17cb2e4d75440c5edf2f139335f7361c891e1c4f,,20 days,0.6583,24
514,\x17d116206c959404d434b58ae12c58aa3b6970f7,,185 days,2.2519,254
515,\x17e508a188fe169085b5f1550fcc663a9879b8b1,,109 days,1.3947,134
516,\x17e86b36ef124edb7d295659ee543d648043bd60,,62 days,0.4122,23
517,\x17f043346ac7c838c73dc472c38f895cfd48d395,,90 days,1.472,94
518,\x17f3db132970d65218ea9efd6c0fdb19d4c58095,,198 days,0.2607,28
519,\x17fa6f6b1c44336969b6c02ce7063f7106395fac,,130 days,0.6937,108
520,\x17fccdb83768b93299af457a437e63e98404f7b9,cryptomiami,238 days,5.0816,320
521,\x17ffe0b00ff5194827b69e469bd938be59c1b10c,,189 days,2.3662,156
522,\x180d6aceb20d78d25ab2a86ecd9db7bd0cc17c64,,3 days,0.6334,8
523,\x18131889b876ee2d883417ae3d14aa3dcee2a830,acedia,200 days,5.8006,464
524,\x1816308ca8cf95b0edeefbd6d6cd48b59930c194,,1289 days,14.3023,744
525,\x181b8578f287d70d9493add50f637276ae1924db,,32 days,0.6967,32
526,\x18216fb0b1f8fa9073e3a50234d23db2b7c994db,,162 days,7.1513,369
527,\x182bd7871d0c90a8a9e708188f417859df440915,,357 days,0.7691,64
528,\x1831d004c7bf6a5abae2d882c9797102783a330f,muhammad199,40 days,18.5596,732
529,\x18333a87fb0e60a01864a3f9668124fa793951e7,,1548 days,6.0497,175
530,\x183b6267cb9f985a8aa7fc912672a21d644a4102,autonomycapital,651 days,41.1527,2861
531,\x1846c57089b29ac2860c62bcff0f92c1474b4d3e,,151 days,0.2747,23
532,\x18486e39a47d4c0b9a09e862337fcd08a03b2de9,,22 days,0.5545,24
533,\x184c3587ee1fe772ab98db85223d7100fae726e0,,44 days,8.5533,107
534,\x184c7e34b75e3a0c5b996917319d9a083de621e9,,48 days,0.9941,40
535,\x184dfd1197187c8ffc88da905fbacd31b739fa41,ogdamondallas,183 days,3.7597,293
536,\x1853dc4fbfe3b29012ac6df6ca44b4fca0aa1959,,130 days,2.3618,232
537,\x186e704dcc80f31367b351525d746f624c215d90,,342 days,1.1426,35
538,\x186ebace2d904249ad7a5421f06c2d8c1b61181b,,4 days,0.1493,7
539,\x187a11a32d3d6a2e7097fe3c433850226b89914a,,148 days,6.2246,722
540,\x187d6e8741af35c45198ebec83905eb23e742b15,ciobo,1338 days,5.9199,1178
541,\x188408ef0c26225705f6cdea6148f3f8ed802348,conradmartin,224 days,17.5026,1527
542,\x18867a60b441bf9571b337e1792d92f1f3cb1690,,180 days,4.3082,241
543,\x1886de8ba8469e81c4bb4e0afb7dcae5c15e42bc,etherrock31,1346 days,6.853,499
544,\x18930581f45441ffd426c28bd15370ca9f01e26a,,165 days,1.9033,34
545,\x18955e01ab6de96c659fdd2019ca79fbf6915d4b,,15 days,0.0348,3
546,\x189a7db7e5b15de17a4882be5ec147cd503668b0,ogglog,114 days,0.8414,85
547,\x18b5be29483b436b991a974098da1832332b21d7,,379 days,8.0443,649
548,\x18bd67edbcb6e1072c0ffdca2add8fec805246db,,110 days,6.4639,406
549,\x18d175958209bd4b5c8b806f30f920fe290d7c97,,49 days,8.3601,415
550,\x18d7643d52825bb90ac5a1caf6594a991f5c9c3f,,157 days,16.6612,998
551,\x18df11a7a72b254ab30dc80be6c035727aef8fab,,162 days,0.7864,65
552,\x18dfa727c96335180a8f5d562bcafd419057d418,,3 days,0.4381,16
553,\x18f11491e4d1b570a41c4c700e79689cbde12f9d,,19 days,0.4816,63
554,\x18f70a29fbc1389030822de6c56f3ce2cdfaec00,,335 days,22.7926,1501
555,\x192c100eb8255d56eacbce14e1abdd44e1a1233f,,1226 days,3.7891,181
556,\x192e972333518022238a5de41d0da138ab6c6dcb,,3 days,0.1215,2
557,\x193b6e7fd0634bef8d9f3d6a24194883be111eec,,3 days,1.578,13
558,\x193d1e750dc78702e9d847aeb114c7af19ac6811,,60 days,1.4946,22
559,\x193f0ee42a199a0cecd479a9f09ba293eb1ca357,ultrawide,763 days,46.4495,1966
560,\x19571b657da927c909b4aa582375974bed5e495a,,183 days,0.6829,56
561,\x195f23acd53a9aa8b8ada5271d5a93d47bb6c49d,,79 days,0.7528,134
562,\x19607e2ef7da69db5bc9a36fae1e08fcdab71b5f,,23 days,0.4054,23
563,\x196272d757a13836e978d181a6f9158293bb02b8,,21 days,1.8838,17
564,\x196585ad1f1069bc5cc2c2bdb2a932f4c447be70,,118 days,1.0059,177
565,\x1984085a44b67dcb376a9f220c892dc9bc517450,royalc,146 days,2.4829,265
566,\x1985bde6f68ff743907d147ead62da65ab651714,,23 days,0.8032,135
567,\x198cef9f30bb2073183790bb31dea3b78501def1,,120 days,1.1583,84
568,\x198e18ecfda347c6cdaa440e22b2ff89eaa2cb6f,,272 days,31.1496,2216
569,\x199819f4de70e3da056dc131724358255a7cb337,aither,431 days,6.1984,920
570,\x199977032f4a12cad0f5970c0728865ead99b739,russiancreampack,1608 days,7.5687,523
571,\x199b88232ae4f393e1ecf6871ceac46647a9cf8e,tabbaker,99 days,0.366,41
572,\x199f984eccc5829539dafc2301a93491bcf55363,,37 days,1.3323,77
573,\x19a857ce267adc1d8e428e36624414910d31ff82,,62 days,5.2335,95
574,\x19acbe9603c385fa2395127af4129d499787415f,,1222 days,0.7466,90
575,\x19b38c2d21ec9675539445fe8d6e659cc4d244ae,dgeo,194 days,10.1692,539
576,\x19b927168996f0179fb1b57e8d27778e532f958a,martytalks,372 days,26.017,2779
577,\x19bcb9b9d7ecd218469957eafa140731c693d9a9,codes66,168 days,6.4965,647
578,\x19bd0ac8d147dfd963b069d06c7d272069495231,cents2sats,183 days,4.8793,604
579,\x19bd7f58daae9459b6d953e532e4c39c416bf643,,8 days,2.1811,10
580,\x19cb86db99b7c625c017ecc073a8899cafcc7b7f,,429 days,15.6456,1136
581,\x19cd2a253b3e559b2b5ad57170b4d5b97b64bfb3,gasishigh,876 days,2.9608,475
582,\x19f5a77b591b9ff7b35bf6e306e6fa198aaaa6f5,,00:00:00,0.5966,1
583,\x19ffd734002cab969635e3fcfbc1fd5a882aa9e7,,87 days,2.8251,367
584,\x19fff7b830e828647059e636d1faebe0125a2ffd,,74 days,14.3904,778
585,\x1a05f76fa8699012325849ea1f901fc1fed9465d,,132 days,0.5706,66
586,\x1a07805463966aa704db188b85d019d4f6617e35,richnft,357 days,6.1164,400
587,\x1a09ddc841e49fad6b23f39d96bed32cd234a963,,00:00:00,0.5966,1
588,\x1a2bfa0907612f1110d1a28e18aa83a716507948,,2 days,1.6707,6
589,\x1a34aea3e7f45dd1238f20aa075bc4fcc6615a80,,40 days,7.3319,262
590,\x1a35832c6db87868092bacd02b6e39305bc0edc9,,1271 days,13.694,1371
591,\x1a359202bfff428f17b021426d20aa01a625c071,,1303 days,11.4582,370
592,\x1a4999048a9fa13125edce959de4a5713b76735f,,69 days,3.1989,285
593,\x1a4c023eedc6ea3e96a1aef691e5e7166fcd497a,,188 days,10.2441,650
594,\x1a6e04fda6561f89c5b11db3f35d4e03a2844261,,7 days,2.0225,9
595,\x1a7861a39e74d93c8eb883d774f168be46f81228,devereaux,1428 days,8.9195,749
596,\x1a7a83a39f7546d3ae857e7d5e9b2a2f1a456424,,767 days,0.7276,99
597,\x1a7ef4089fc9630299ac3d54c478e365d3876650,,189 days,0.6848,55
598,\x1a87002e20c2a6a2f268d5565d83140ef3626c12,,2 days,2.193,14
599,\x1a98347250498531758446ac22e605dceb46005c,altrine,167 days,24.3086,353
600,\x1a9a4932f36b3641f5f63e98f77f8a1f28d85dad,kushgrandma,1282 days,5.5945,859
601,\x1aae1bc09e1785c8cb00650db0c6015bd73b0c7e,aaz,120 days,7.4901,995
602,\x1aba4e3c6b4cadb09a715def58eba6852ac66184,,11 days,5.9594,34
603,\x1b18a857a7e6fb455384ebd9e051bbb3e8fa7dfb,,7 days,0.0334,3
604,\x1b2965dc3b1697dd10b7126ec7393d79cda2cf91,defypunk,216 days,22.3062,889
605,\x1b32fc9b7fb1d32cb48d93a3ff22b8850acf33b1,tan-snx,172 days,1.8369,101
606,\x1b50af7eea5ecfb109871a99b6197097d3b762f6,,62 days,1.7987,59
607,\x1b60476d782084a258a17a4e1b0701aa1481caf3,cumulative,90 days,1.1261,180
608,\x1b63a208e891fd022f4ac72e25e12ecca7d692e8,,1507 days,10.2425,1382
609,\x1b7f00ca9d8fea5a9853f18ad247f806a8dce57a,,666 days,1.4423,278
610,\x1b8116167e17fa3c6db5a3942f3e706fef74713b,,162 days,3.3834,121
611,\x1b8565f9336ea2d9145005303520957e254171fe,,361 days,1.8985,285
612,\x1b8e166951d23d9b1e2b4537a72d6c2b27c6e716,,2 days,0.0592,7
613,\x1b8f04d48567ab20f7dbe3a191cd0d3c2826bf7b,😎😎😎😎,181 days,18.1506,1025
614,\x1bb42ee14895f93bbd377f2b2802b11b6ee40b9b,,77 days,8.0722,151
615,\x1bba6078869670409e7da01560a979daada9f259,,118 days,3.8287,39
616,\x1bbb179a7b5afdc094c1a7853c989c14f0e144ce,,53 days,0.9308,10
617,\x1bcfec456a70f6721e360a1f38b42993f9784416,,12 days,0.3542,24
618,\x1bdc35ab623835cd807b425b7be78aea7fbcd5c7,,61 days,1.7449,163
619,\x1c14d47e258760cc5ef38d533c80502ae940d7f4,,145 days,1.0576,135
620,\x1c2ef64b96bff2396842a7750b7504fb20d718dc,,72 days,2.5993,188
621,\x1c3e83d3673e632c089e998288fc49397f963f26,,60 days,10.2714,71
622,\x1c45705143b02af398c6125067811c59f5011626,,25 days,1.479,93
623,\x1c544fb25e0d4d37694e257bd2bfcfbf4e8c3f76,jpegcollector,1322 days,8.0909,1050
624,\x1c8181a1be395ee958af164a4099d252494f3616,gooners,189 days,26.1219,1130
625,\x1c8ea5c36a5fa5b8ffa48c5f57c931a214953588,,34 days,1.0515,75
626,\x1c9f5818ee7edd37ecee49c693f3c1bc630890d2,,16 days,0.4263,38
